location,date,total_cases,total_deaths,new_cases,new_deaths
Brazil,2022/6/10,1,0,1,0
Brazil,2022/6/11,1,0,0,0
Brazil,2022/6/12,1,0,0,0
Brazil,2022/6/13,2,0,1,0
Brazil,2022/6/14,3,0,1,0
Brazil,2022/6/15,3,0,0,0
Brazil,2022/6/16,5,0,2,0
Brazil,2022/6/17,6,0,1,0
Brazil,2022/6/18,7,0,1,0
Brazil,2022/6/19,7,0,0,0
Brazil,2022/6/20,8,0,1,0
Brazil,2022/6/21,8,0,0,0
Brazil,2022/6/22,9,0,1,0
Brazil,2022/6/23,11,0,2,0
Brazil,2022/6/24,11,0,0,0
Brazil,2022/6/25,17,0,6,0
Brazil,2022/6/26,19,0,2,0
Brazil,2022/6/27,20,0,1,0
Brazil,2022/6/28,20,0,0,0
Brazil,2022/6/29,20,0,0,0
Brazil,2022/6/30,36,0,16,0
Brazil,2022/7/1,38,0,2,0
Brazil,2022/7/2,58,0,20,0
Brazil,2022/7/3,63,0,5,0
Brazil,2022/7/4,75,0,12,0
Brazil,2022/7/5,78,0,3,0
Brazil,2022/7/6,78,0,0,0
Brazil,2022/7/7,106,0,28,0
Brazil,2022/7/8,142,0,36,0
Brazil,2022/7/9,205,0,63,0
Brazil,2022/7/10,205,0,0,0
Brazil,2022/7/11,218,0,13,0
Brazil,2022/7/12,219,0,1,0
Brazil,2022/7/13,219,0,0,0
Brazil,2022/7/14,228,0,9,0
Brazil,2022/7/15,310,0,82,0
Brazil,2022/7/16,310,0,0,0
Brazil,2022/7/17,384,0,74,0
Brazil,2022/7/18,384,0,0,0
Brazil,2022/7/19,384,0,0,0
Brazil,2022/7/20,384,0,0,0
Brazil,2022/7/21,384,0,0,0
Brazil,2022/7/22,592,0,208,0
Brazil,2022/7/23,592,0,0,0
Brazil,2022/7/24,592,0,0,0
Brazil,2022/7/25,592,0,0,0
Brazil,2022/7/26,696,0,104,0
Brazil,2022/7/27,696,0,0,0
Brazil,2022/7/28,696,0,0,0
Brazil,2022/7/29,978,0,282,0
Brazil,2022/7/30,978,0,0,0
Brazil,2022/7/31,978,0,0,0
Brazil,2022/8/1,978,0,0,0
Brazil,2022/8/2,1369,1,391,1
Brazil,2022/8/3,1474,1,105,0
Brazil,2022/8/4,1474,1,0,0
Brazil,2022/8/5,1474,1,0,0
Brazil,2022/8/6,1721,1,247,0
Brazil,2022/8/7,1721,1,0,0
Brazil,2022/8/8,1721,1,0,0
Brazil,2022/8/9,2131,1,410,0
Brazil,2022/8/10,2293,1,162,0
Brazil,2022/8/11,2415,1,122,0
Brazil,2022/8/12,2458,1,43,0
Brazil,2022/8/13,2584,1,126,0
Brazil,2022/8/14,2584,1,0,0
Brazil,2022/8/15,2849,1,265,0
Brazil,2022/8/16,2893,1,44,0
Brazil,2022/8/17,2985,1,92,0
Brazil,2022/8/18,3184,1,199,0
Brazil,2022/8/19,3359,1,175,0
Brazil,2022/8/20,3450,1,91,0
Brazil,2022/8/21,3450,1,0,0
Brazil,2022/8/22,3450,1,0,0
Brazil,2022/8/23,3788,1,338,0
Brazil,2022/8/24,3896,1,108,0
Brazil,2022/8/25,3984,1,88,0
Brazil,2022/8/26,3984,1,0,0
Brazil,2022/8/27,4216,1,232,0
Brazil,2022/8/28,4472,1,256,0
Brazil,2022/8/29,4472,1,0,0
Brazil,2022/8/30,4493,1,21,0
Brazil,2022/8/31,4693,1,200,0
Brazil,2022/9/1,4876,1,183,0
Brazil,2022/9/2,5037,2,161,1
Brazil,2022/9/3,5197,2,160,0
Brazil,2022/9/4,5197,2,0,0
Brazil,2022/9/5,5197,2,0,0
Brazil,2022/9/6,5409,2,212,0
Brazil,2022/9/7,5525,2,116,0
Brazil,2022/9/8,5692,2,167,0
Brazil,2022/9/9,5726,2,34,0
Brazil,2022/9/10,5726,2,0,0
Brazil,2022/9/11,5971,2,245,0
Brazil,2022/9/12,6033,2,62,0
Brazil,2022/9/13,6033,2,0,0
Brazil,2022/9/14,6129,2,96,0
Brazil,2022/9/15,6246,2,117,0
Brazil,2022/9/16,6448,2,202,0
Brazil,2022/9/17,6649,2,201,0
Brazil,2022/9/18,6807,2,158,0
Brazil,2022/9/19,6869,2,62,0
Brazil,2022/9/20,6869,2,0,0
Brazil,2022/9/21,7019,2,150,0
Brazil,2022/9/22,7115,2,96,0
Brazil,2022/9/23,7205,2,90,0
Brazil,2022/9/24,7300,2,95,0
Brazil,2022/9/25,7418,2,118,0
Brazil,2022/9/26,7445,2,27,0
Brazil,2022/9/27,7445,2,0,0
Brazil,2022/9/28,7534,2,89,0
Brazil,2022/9/29,7624,2,90,0
Brazil,2022/9/30,7687,2,63,0
Brazil,2022/10/1,7804,2,117,0
Brazil,2022/10/2,7869,2,65,0
Brazil,2022/10/3,7869,2,0,0
Brazil,2022/10/4,7869,2,0,0
Brazil,2022/10/5,8029,3,160,1
Brazil,2022/10/6,8147,3,118,0
Brazil,2022/10/7,8207,3,60,0
Brazil,2022/10/8,8270,3,63,0
Brazil,2022/10/9,8340,3,70,0
Brazil,2022/10/10,8340,3,0,0
Brazil,2022/10/11,8340,4,0,1
Brazil,2022/10/12,8461,5,121,1
Brazil,2022/10/13,8521,5,60,0
Brazil,2022/10/14,8543,6,22,1
Brazil,2022/10/15,8621,6,78,0
Brazil,2022/10/16,8652,6,31,0
Brazil,2022/10/17,8652,7,0,1
Brazil,2022/10/18,8652,7,0,0
Brazil,2022/10/19,8725,7,73,0
Brazil,2022/10/20,8778,7,53,0
Brazil,2022/10/21,8860,7,82,0
Brazil,2022/10/22,8890,7,30,0
Brazil,2022/10/23,8978,7,88,0
Brazil,2022/10/24,8978,7,0,0
Brazil,2022/10/25,8978,7,0,0
Brazil,2022/10/26,9026,8,48,1
Brazil,2022/10/27,9045,8,19,0
Brazil,2022/10/28,9070,8,25,0
Brazil,2022/10/29,9162,8,92,0
Brazil,2022/10/30,9183,8,21,0
Brazil,2022/10/31,9183,8,0,0
Canada,2022/6/3,57,0,57,0
Canada,2022/6/4,77,0,20,0
Canada,2022/6/5,77,0,0,0
Canada,2022/6/6,77,0,0,0
Canada,2022/6/7,77,0,0,0
Canada,2022/6/8,81,0,4,0
Canada,2022/6/9,101,0,20,0
Canada,2022/6/10,110,0,9,0
Canada,2022/6/11,112,0,2,0
Canada,2022/6/12,112,0,0,0
Canada,2022/6/13,112,0,0,0
Canada,2022/6/14,112,0,0,0
Canada,2022/6/15,154,0,42,0
Canada,2022/6/16,159,0,5,0
Canada,2022/6/17,168,0,9,0
Canada,2022/6/18,169,0,1,0
Canada,2022/6/19,177,0,8,0
Canada,2022/6/20,177,0,0,0
Canada,2022/6/21,177,0,0,0
Canada,2022/6/22,180,0,3,0
Canada,2022/6/23,211,0,31,0
Canada,2022/6/24,224,0,13,0
Canada,2022/6/25,235,0,11,0
Canada,2022/6/26,235,0,0,0
Canada,2022/6/27,235,0,0,0
Canada,2022/6/28,236,0,1,0
Canada,2022/6/29,275,0,39,0
Canada,2022/6/30,278,0,3,0
Canada,2022/7/1,287,0,9,0
Canada,2022/7/2,287,0,0,0
Canada,2022/7/3,287,0,0,0
Canada,2022/7/4,287,0,0,0
Canada,2022/7/5,300,0,13,0
Canada,2022/7/6,358,0,58,0
Canada,2022/7/7,358,0,0,0
Canada,2022/7/8,370,0,12,0
Canada,2022/7/9,375,0,5,0
Canada,2022/7/10,375,0,0,0
Canada,2022/7/11,375,0,0,0
Canada,2022/7/12,375,0,0,0
Canada,2022/7/13,477,0,102,0
Canada,2022/7/14,477,0,0,0
Canada,2022/7/15,492,0,15,0
Canada,2022/7/16,539,0,47,0
Canada,2022/7/17,539,0,0,0
Canada,2022/7/18,539,0,0,0
Canada,2022/7/19,539,0,0,0
Canada,2022/7/20,604,0,65,0
Canada,2022/7/21,604,0,0,0
Canada,2022/7/22,615,0,11,0
Canada,2022/7/23,681,0,66,0
Canada,2022/7/24,681,0,0,0
Canada,2022/7/25,681,0,0,0
Canada,2022/7/26,681,0,0,0
Canada,2022/7/27,744,0,63,0
Canada,2022/7/28,745,0,1,0
Canada,2022/7/29,761,0,16,0
Canada,2022/7/30,803,0,42,0
Canada,2022/7/31,803,0,0,0
Canada,2022/8/1,803,0,0,0
Canada,2022/8/2,803,0,0,0
Canada,2022/8/3,803,0,0,0
Canada,2022/8/4,890,0,87,0
Canada,2022/8/5,890,0,0,0
Canada,2022/8/6,957,0,67,0
Canada,2022/8/7,957,0,0,0
Canada,2022/8/8,957,0,0,0
Canada,2022/8/9,957,0,0,0
Canada,2022/8/10,990,0,33,0
Canada,2022/8/11,1008,0,18,0
Canada,2022/8/12,1012,0,4,0
Canada,2022/8/13,1059,0,47,0
Canada,2022/8/14,1059,0,0,0
Canada,2022/8/15,1059,0,0,0
Canada,2022/8/16,1059,0,0,0
Canada,2022/8/17,1059,0,0,0
Canada,2022/8/18,1091,0,32,0
Canada,2022/8/19,1112,0,21,0
Canada,2022/8/20,1168,0,56,0
Canada,2022/8/21,1168,0,0,0
Canada,2022/8/22,1168,0,0,0
Canada,2022/8/23,1168,0,0,0
Canada,2022/8/24,1168,0,0,0
Canada,2022/8/25,1206,0,38,0
Canada,2022/8/26,1206,0,0,0
Canada,2022/8/27,1228,0,22,0
Canada,2022/8/28,1228,0,0,0
Canada,2022/8/29,1228,0,0,0
Canada,2022/8/30,1228,0,0,0
Canada,2022/8/31,1228,0,0,0
Canada,2022/9/1,1228,0,0,0
Canada,2022/9/2,1251,0,23,0
Canada,2022/9/3,1289,0,38,0
Canada,2022/9/4,1289,0,0,0
Canada,2022/9/5,1289,0,0,0
Canada,2022/9/6,1289,0,0,0
Canada,2022/9/7,1289,0,0,0
Canada,2022/9/8,1317,0,28,0
Canada,2022/9/9,1317,0,0,0
Canada,2022/9/10,1321,0,4,0
Canada,2022/9/11,1321,0,0,0
Canada,2022/9/12,1321,0,0,0
Canada,2022/9/13,1321,0,0,0
Canada,2022/9/14,1321,0,0,0
Canada,2022/9/15,1338,0,17,0
Canada,2022/9/16,1338,0,0,0
Canada,2022/9/17,1363,0,25,0
Canada,2022/9/18,1363,0,0,0
Canada,2022/9/19,1363,0,0,0
Canada,2022/9/20,1363,0,0,0
Canada,2022/9/21,1363,0,0,0
Canada,2022/9/22,1379,0,16,0
Canada,2022/9/23,1379,0,0,0
Canada,2022/9/24,1389,0,10,0
Canada,2022/9/25,1389,0,0,0
Canada,2022/9/26,1389,0,0,0
Canada,2022/9/27,1389,0,0,0
Canada,2022/9/28,1389,0,0,0
Canada,2022/9/29,1396,0,7,0
Canada,2022/9/30,1396,0,0,0
Canada,2022/10/1,1396,0,0,0
Canada,2022/10/2,1396,0,0,0
Canada,2022/10/3,1396,0,0,0
Canada,2022/10/4,1400,0,4,0
Canada,2022/10/5,1400,0,0,0
Canada,2022/10/6,1400,0,0,0
Canada,2022/10/7,1406,0,6,0
Canada,2022/10/8,1410,0,4,0
Canada,2022/10/9,1410,0,0,0
Canada,2022/10/10,1410,0,0,0
Canada,2022/10/11,1410,0,0,0
Canada,2022/10/12,1410,0,0,0
Canada,2022/10/13,1410,0,0,0
Canada,2022/10/14,1410,0,0,0
Canada,2022/10/15,1410,0,0,0
Canada,2022/10/16,1410,0,0,0
Canada,2022/10/17,1410,0,0,0
Canada,2022/10/18,1410,0,0,0
Canada,2022/10/19,1410,0,0,0
Canada,2022/10/20,1410,0,0,0
Canada,2022/10/21,1410,0,0,0
Canada,2022/10/22,1435,0,25,0
Canada,2022/10/23,1435,0,0,0
Canada,2022/10/24,1435,0,0,0
Canada,2022/10/25,1435,0,0,0
Canada,2022/10/26,1435,0,0,0
Canada,2022/10/27,1435,0,0,0
Canada,2022/10/28,1435,0,0,0
Canada,2022/10/29,1435,0,0,0
Canada,2022/10/30,1435,0,0,0
Canada,2022/10/31,1435,0,0,0
Colombia,2022/6/25,3,0,3,0
Colombia,2022/6/26,3,0,0,0
Colombia,2022/6/27,3,0,0,0
Colombia,2022/6/28,3,0,0,0
Colombia,2022/6/29,3,0,0,0
Colombia,2022/6/30,3,0,0,0
Colombia,2022/7/1,3,0,0,0
Colombia,2022/7/2,3,0,0,0
Colombia,2022/7/3,5,0,2,0
Colombia,2022/7/4,5,0,0,0
Colombia,2022/7/5,5,0,0,0
Colombia,2022/7/6,5,0,0,0
Colombia,2022/7/7,5,0,0,0
Colombia,2022/7/8,5,0,0,0
Colombia,2022/7/9,6,0,1,0
Colombia,2022/7/10,6,0,0,0
Colombia,2022/7/11,6,0,0,0
Colombia,2022/7/12,6,0,0,0
Colombia,2022/7/13,7,0,1,0
Colombia,2022/7/14,7,0,0,0
Colombia,2022/7/15,7,0,0,0
Colombia,2022/7/16,7,0,0,0
Colombia,2022/7/17,7,0,0,0
Colombia,2022/7/18,7,0,0,0
Colombia,2022/7/19,7,0,0,0
Colombia,2022/7/20,7,0,0,0
Colombia,2022/7/21,10,0,3,0
Colombia,2022/7/22,10,0,0,0
Colombia,2022/7/23,10,0,0,0
Colombia,2022/7/24,12,0,2,0
Colombia,2022/7/25,12,0,0,0
Colombia,2022/7/26,12,0,0,0
Colombia,2022/7/27,12,0,0,0
Colombia,2022/7/28,12,0,0,0
Colombia,2022/7/29,12,0,0,0
Colombia,2022/7/30,12,0,0,0
Colombia,2022/7/31,12,0,0,0
Colombia,2022/8/1,16,0,4,0
Colombia,2022/8/2,16,0,0,0
Colombia,2022/8/3,20,0,4,0
Colombia,2022/8/4,20,0,0,0
Colombia,2022/8/5,20,0,0,0
Colombia,2022/8/6,22,0,2,0
Colombia,2022/8/7,43,0,21,0
Colombia,2022/8/8,44,0,1,0
Colombia,2022/8/9,55,0,11,0
Colombia,2022/8/10,55,0,0,0
Colombia,2022/8/11,55,0,0,0
Colombia,2022/8/12,55,0,0,0
Colombia,2022/8/13,84,0,29,0
Colombia,2022/8/14,84,0,0,0
Colombia,2022/8/15,112,0,28,0
Colombia,2022/8/16,129,0,17,0
Colombia,2022/8/17,129,0,0,0
Colombia,2022/8/18,129,0,0,0
Colombia,2022/8/19,129,0,0,0
Colombia,2022/8/20,164,0,35,0
Colombia,2022/8/21,164,0,0,0
Colombia,2022/8/22,164,0,0,0
Colombia,2022/8/23,273,0,109,0
Colombia,2022/8/24,273,0,0,0
Colombia,2022/8/25,273,0,0,0
Colombia,2022/8/26,273,0,0,0
Colombia,2022/8/27,273,0,0,0
Colombia,2022/8/28,273,0,0,0
Colombia,2022/8/29,273,0,0,0
Colombia,2022/8/30,273,0,0,0
Colombia,2022/8/31,582,0,309,0
Colombia,2022/9/1,582,0,0,0
Colombia,2022/9/2,582,0,0,0
Colombia,2022/9/3,582,0,0,0
Colombia,2022/9/4,582,0,0,0
Colombia,2022/9/5,582,0,0,0
Colombia,2022/9/6,582,0,0,0
Colombia,2022/9/7,938,0,356,0
Colombia,2022/9/8,938,0,0,0
Colombia,2022/9/9,938,0,0,0
Colombia,2022/9/10,938,0,0,0
Colombia,2022/9/11,938,0,0,0
Colombia,2022/9/12,938,0,0,0
Colombia,2022/9/13,938,0,0,0
Colombia,2022/9/14,1260,0,322,0
Colombia,2022/9/15,1260,0,0,0
Colombia,2022/9/16,1260,0,0,0
Colombia,2022/9/17,1260,0,0,0
Colombia,2022/9/18,1260,0,0,0
Colombia,2022/9/19,1260,0,0,0
Colombia,2022/9/20,1260,0,0,0
Colombia,2022/9/21,1653,0,393,0
Colombia,2022/9/22,1653,0,0,0
Colombia,2022/9/23,1653,0,0,0
Colombia,2022/9/24,1653,0,0,0
Colombia,2022/9/25,1653,0,0,0
Colombia,2022/9/26,1653,0,0,0
Colombia,2022/9/27,1653,0,0,0
Colombia,2022/9/28,2042,0,389,0
Colombia,2022/9/29,2042,0,0,0
Colombia,2022/9/30,2042,0,0,0
Colombia,2022/10/1,2042,0,0,0
Colombia,2022/10/2,2042,0,0,0
Colombia,2022/10/3,2042,0,0,0
Colombia,2022/10/4,2042,0,0,0
Colombia,2022/10/5,2453,0,411,0
Colombia,2022/10/6,2453,0,0,0
Colombia,2022/10/7,2453,0,0,0
Colombia,2022/10/8,2453,0,0,0
Colombia,2022/10/9,2453,0,0,0
Colombia,2022/10/10,2453,0,0,0
Colombia,2022/10/11,2453,0,0,0
Colombia,2022/10/12,2730,0,277,0
Colombia,2022/10/13,2730,0,0,0
Colombia,2022/10/14,2730,0,0,0
Colombia,2022/10/15,2730,0,0,0
Colombia,2022/10/16,2730,0,0,0
Colombia,2022/10/17,2730,0,0,0
Colombia,2022/10/18,2730,0,0,0
Colombia,2022/10/19,3110,0,380,0
Colombia,2022/10/20,3110,0,0,0
Colombia,2022/10/21,3110,0,0,0
Colombia,2022/10/22,3110,0,0,0
Colombia,2022/10/23,3110,0,0,0
Colombia,2022/10/24,3110,0,0,0
Colombia,2022/10/25,3110,0,0,0
Colombia,2022/10/26,3298,0,188,0
Colombia,2022/10/27,3298,0,0,0
Colombia,2022/10/28,3298,0,0,0
Colombia,2022/10/29,3298,0,0,0
Colombia,2022/10/30,3298,0,0,0
Colombia,2022/10/31,3298,0,0,0
France,2022/5/19,0,0,0,0
France,2022/5/20,1,0,1,0
France,2022/5/21,1,0,0,0
France,2022/5/22,1,0,0,0
France,2022/5/23,1,0,0,0
France,2022/5/24,3,0,2,0
France,2022/5/25,5,0,2,0
France,2022/5/26,7,0,2,0
France,2022/5/27,7,0,0,0
France,2022/5/28,7,0,0,0
France,2022/5/29,7,0,0,0
France,2022/5/30,16,0,9,0
France,2022/5/31,17,0,1,0
France,2022/6/1,17,0,0,0
France,2022/6/2,33,0,16,0
France,2022/6/3,33,0,0,0
France,2022/6/4,51,0,18,0
France,2022/6/5,51,0,0,0
France,2022/6/6,51,0,0,0
France,2022/6/7,66,0,15,0
France,2022/6/8,66,0,0,0
France,2022/6/9,66,0,0,0
France,2022/6/10,91,0,25,0
France,2022/6/11,91,0,0,0
France,2022/6/12,91,0,0,0
France,2022/6/13,91,0,0,0
France,2022/6/14,125,0,34,0
France,2022/6/15,125,0,0,0
France,2022/6/16,183,0,58,0
France,2022/6/17,183,0,0,0
France,2022/6/18,183,0,0,0
France,2022/6/19,183,0,0,0
France,2022/6/20,183,0,0,0
France,2022/6/21,277,0,94,0
France,2022/6/22,277,0,0,0
France,2022/6/23,330,0,53,0
France,2022/6/24,330,0,0,0
France,2022/6/25,330,0,0,0
France,2022/6/26,330,0,0,0
France,2022/6/27,330,0,0,0
France,2022/6/28,440,0,110,0
France,2022/6/29,440,0,0,0
France,2022/6/30,498,0,58,0
France,2022/7/1,498,0,0,0
France,2022/7/2,498,0,0,0
France,2022/7/3,498,0,0,0
France,2022/7/4,498,0,0,0
France,2022/7/5,577,0,79,0
France,2022/7/6,577,0,0,0
France,2022/7/7,577,0,0,0
France,2022/7/8,577,0,0,0
France,2022/7/9,577,0,0,0
France,2022/7/10,721,0,144,0
France,2022/7/11,721,0,0,0
France,2022/7/12,721,0,0,0
France,2022/7/13,721,0,0,0
France,2022/7/14,912,0,191,0
France,2022/7/15,912,0,0,0
France,2022/7/16,912,0,0,0
France,2022/7/17,912,0,0,0
France,2022/7/18,912,0,0,0
France,2022/7/19,912,0,0,0
France,2022/7/20,912,0,0,0
France,2022/7/21,1453,0,541,0
France,2022/7/22,1453,0,0,0
France,2022/7/23,1453,0,0,0
France,2022/7/24,1453,0,0,0
France,2022/7/25,1567,0,114,0
France,2022/7/26,1567,0,0,0
France,2022/7/27,1567,0,0,0
France,2022/7/28,1837,0,270,0
France,2022/7/29,1837,0,0,0
France,2022/7/30,1837,0,0,0
France,2022/7/31,1837,0,0,0
France,2022/8/1,1955,0,118,0
France,2022/8/2,2054,0,99,0
France,2022/8/3,2054,0,0,0
France,2022/8/4,2239,0,185,0
France,2022/8/5,2239,0,0,0
France,2022/8/6,2239,0,0,0
France,2022/8/7,2239,0,0,0
France,2022/8/8,2423,0,184,0
France,2022/8/9,2423,0,0,0
France,2022/8/10,2423,0,0,0
France,2022/8/11,2601,0,178,0
France,2022/8/12,2601,0,0,0
France,2022/8/13,2601,0,0,0
France,2022/8/14,2673,0,72,0
France,2022/8/15,2673,0,0,0
France,2022/8/16,2673,0,0,0
France,2022/8/17,2749,0,76,0
France,2022/8/18,2749,0,0,0
France,2022/8/19,2889,0,140,0
France,2022/8/20,2889,0,0,0
France,2022/8/21,2889,0,0,0
France,2022/8/22,2889,0,0,0
France,2022/8/23,2889,0,0,0
France,2022/8/24,2889,0,0,0
France,2022/8/25,2889,0,0,0
France,2022/8/26,3421,0,532,0
France,2022/8/27,3421,0,0,0
France,2022/8/28,3421,0,0,0
France,2022/8/29,3421,0,0,0
France,2022/8/30,3421,0,0,0
France,2022/8/31,3547,0,126,0
France,2022/9/1,3558,0,11,0
France,2022/9/2,3558,0,0,0
France,2022/9/3,3558,0,0,0
France,2022/9/4,3646,0,88,0
France,2022/9/5,3646,0,0,0
France,2022/9/6,3646,0,0,0
France,2022/9/7,3720,0,74,0
France,2022/9/8,3721,0,1,0
France,2022/9/9,3721,0,0,0
France,2022/9/10,3721,0,0,0
France,2022/9/11,3785,0,64,0
France,2022/9/12,3785,0,0,0
France,2022/9/13,3785,0,0,0
